adm1,year,name,value
Ogun,2014,smc2_num,0
Ogun,2014,smc3_num,0
Ogun,2014,smc4_num,0
Ogun,2015,smc1_num,0
Ogun,2015,smc2_num,0
Ogun,2015,smc3_num,0
Ogun,2015,smc4_num,0
Ogun,2016,smc1_num,0
Ogun,2016,smc2_num,0
Ogun,2016,smc3_num,0
Ogun,2016,smc4_num,0
Ogun,2017,smc1_num,0
Ogun,2017,smc2_num,0
Ogun,2017,smc3_num,0
Ogun,2017,smc4_num,0
Ogun,2018,smc1_num,0
Ogun,2018,smc2_num,0
Ogun,2018,smc3_num,0
Ogun,2018,smc4_num,0
Ogun,2019,smc1_num,0
Ogun,2019,smc2_num,0
Ogun,2019,smc3_num,0
Ogun,2019,smc4_num,0
Ondo,2013,smc1_num,0
Ondo,2013,smc2_num,0
Ondo,2013,smc3_num,0
Ondo,2013,smc4_num,0
Ondo,2014,smc1_num,0
Ondo,2014,smc2_num,0
Ondo,2014,smc3_num,0
Ondo,2014,smc4_num,0
Ondo,2015,smc1_num,0
Ondo,2015,smc2_num,0
Ondo,2015,smc3_num,0
Ondo,2015,smc4_num,0
Ondo,2016,smc1_num,0
Ondo,2016,smc2_num,0
Ondo,2016,smc3_num,0
Ondo,2016,smc4_num,0
Ondo,2017,smc1_num,0
Ondo,2017,smc2_num,0
Ondo,2017,smc3_num,0
Ondo,2017,smc4_num,0
Ondo,2018,smc1_num,0
Ondo,2018,smc2_num,0
Ondo,2018,smc3_num,0
Ondo,2018,smc4_num,0
Ondo,2019,smc1_num,0
Ondo,2019,smc2_num,0
Ondo,2019,smc3_num,0
Ondo,2019,smc4_num,0
Osun,2013,smc1_num,0
Osun,2013,smc2_num,0
Osun,2013,smc3_num,0
Osun,2013,smc4_num,0
Osun,2014,smc1_num,0
Osun,2014,smc2_num,0
Osun,2014,smc3_num,0
Osun,2014,smc4_num,0
Osun,2015,smc1_num,0
Osun,2015,smc2_num,0
Osun,2015,smc3_num,0
Osun,2015,smc4_num,0
Osun,2016,smc1_num,0
Osun,2016,smc2_num,0
Osun,2016,smc3_num,0
Osun,2016,smc4_num,0
Osun,2017,smc1_num,0
Osun,2017,smc2_num,0
Osun,2017,smc3_num,0
Osun,2017,smc4_num,0
Osun,2018,smc1_num,0
Osun,2018,smc2_num,0
Osun,2018,smc3_num,0
Osun,2018,smc4_num,0
Osun,2019,smc1_num,0
Osun,2019,smc2_num,0
Osun,2019,smc3_num,0
Osun,2019,smc4_num,0
Oyo,2013,smc1_num,0
Oyo,2013,smc2_num,0
Oyo,2013,smc3_num,0
Oyo,2013,smc4_num,0
Oyo,2014,smc1_num,0
Oyo,2014,smc2_num,0
Oyo,2014,smc3_num,0
Oyo,2014,smc4_num,0
Oyo,2015,smc1_num,0
Oyo,2015,smc2_num,0
Oyo,2015,smc3_num,0
Oyo,2015,smc4_num,0
Oyo,2016,smc1_num,0
Oyo,2016,smc2_num,0
Oyo,2016,smc3_num,0
Oyo,2016,smc4_num,0
Oyo,2017,smc1_num,0
Oyo,2017,smc2_num,0
Oyo,2017,smc3_num,0
Oyo,2017,smc4_num,0
Oyo,2018,smc1_num,0
Oyo,2018,smc2_num,0
Oyo,2018,smc3_num,0
Oyo,2018,smc4_num,0
Oyo,2019,smc1_num,0
Oyo,2019,smc2_num,0
Oyo,2019,smc3_num,0
Oyo,2019,smc4_num,0
Plateau,2013,smc1_num,0
Plateau,2013,smc2_num,0
Plateau,2013,smc3_num,0
Plateau,2013,smc4_num,0
Plateau,2014,smc1_num,0
Plateau,2014,smc2_num,0
Plateau,2014,smc3_num,0
Plateau,2014,smc4_num,0
Plateau,2015,smc1_num,0
Plateau,2015,smc2_num,0
Plateau,2015,smc3_num,0
Plateau,2015,smc4_num,0
Plateau,2016,smc1_num,0
Plateau,2016,smc2_num,0
Plateau,2016,smc3_num,0
Plateau,2016,smc4_num,0
Plateau,2017,smc1_num,0
Plateau,2017,smc2_num,0
Plateau,2017,smc3_num,0
Plateau,2017,smc4_num,0
Plateau,2018,smc1_num,0
Plateau,2018,smc2_num,0
Plateau,2018,smc3_num,0
Plateau,2018,smc4_num,0
Plateau,2019,smc1_num,0
Plateau,2019,smc2_num,0
Plateau,2019,smc3_num,0
Plateau,2019,smc4_num,0
Plateau,2021,smc1_num,754951
Plateau,2021,smc2_num,813698
Plateau,2021,smc3_num,829373
Plateau,2021,smc4_num,853618
Rivers,2013,smc1_num,0
Rivers,2013,smc2_num,0
Rivers,2013,smc3_num,0
Rivers,2013,smc4_num,0
Rivers,2014,smc1_num,0
Rivers,2014,smc2_num,0
Rivers,2014,smc3_num,0
Rivers,2014,smc4_num,0
Rivers,2015,smc1_num,0
Rivers,2015,smc2_num,0
Rivers,2015,smc3_num,0
Rivers,2015,smc4_num,0
Rivers,2016,smc1_num,0
Rivers,2016,smc2_num,0
Rivers,2016,smc3_num,0
Rivers,2016,smc4_num,0
Rivers,2017,smc1_num,0
Rivers,2017,smc2_num,0
Rivers,2017,smc3_num,0
Rivers,2017,smc4_num,0
Rivers,2018,smc1_num,0
Rivers,2018,smc2_num,0
Rivers,2018,smc3_num,0
Rivers,2018,smc4_num,0
Rivers,2019,smc1_num,0
Rivers,2019,smc2_num,0
Rivers,2019,smc3_num,0
Rivers,2019,smc4_num,0
Sokoto,2013,smc1_num,0
Sokoto,2013,smc2_num,0
Sokoto,2013,smc3_num,0
Sokoto,2013,smc4_num,0
Sokoto,2014,smc1_num,0
Sokoto,2014,smc2_num,0
Sokoto,2014,smc3_num,0
Sokoto,2014,smc4_num,0
Sokoto,2015,smc1_num,440330
Sokoto,2015,smc2_num,429231
Sokoto,2015,smc3_num,454375
Sokoto,2015,smc4_num,10
Sokoto,2016,smc1_num,660365
Sokoto,2016,smc2_num,936470
Sokoto,2016,smc3_num,878599
Sokoto,2016,smc4_num,23
Sokoto,2017,smc1_num,877407
Sokoto,2017,smc2_num,1036736
Sokoto,2017,smc3_num,867766
Sokoto,2017,smc4_num,0
Sokoto,2018,smc1_num,990358
Sokoto,2018,smc2_num,976626
Sokoto,2018,smc3_num,1001856
Sokoto,2018,smc4_num,1
Sokoto,2019,smc1_num,0
Sokoto,2019,smc2_num,0
Sokoto,2019,smc3_num,0
Sokoto,2019,smc4_num,0
Sokoto,2020,smc1_num,1164201
Sokoto,2020,smc2_num,1181996
Sokoto,2020,smc3_num,1183967
Sokoto,2020,smc4_num,1188427
Sokoto,2021,smc1_num,1233530
Sokoto,2021,smc2_num,1236041
Sokoto,2021,smc3_num,1231849
Sokoto,2021,smc4_num,1229032
Taraba,2013,smc1_num,0
Taraba,2013,smc2_num,0
Taraba,2013,smc3_num,0
Taraba,2013,smc4_num,0
Taraba,2014,smc1_num,0
Taraba,2014,smc2_num,0
Taraba,2014,smc3_num,0
Taraba,2014,smc4_num,0
Taraba,2015,smc1_num,0
Taraba,2015,smc2_num,0
Taraba,2015,smc3_num,0
Taraba,2015,smc4_num,0
Taraba,2016,smc1_num,0
Taraba,2016,smc2_num,0
Taraba,2016,smc3_num,0
Taraba,2016,smc4_num,0
Taraba,2017,smc1_num,0
Taraba,2017,smc2_num,0
Taraba,2017,smc3_num,0
Taraba,2017,smc4_num,0
Taraba,2018,smc1_num,0
Taraba,2018,smc2_num,0
Taraba,2018,smc3_num,0
Taraba,2018,smc4_num,0
Taraba,2019,smc1_num,0
Taraba,2019,smc2_num,0
Taraba,2019,smc3_num,0
Taraba,2019,smc4_num,0
Taraba,2021,smc1_num,399290
Taraba,2021,smc2_num,409177
Taraba,2021,smc3_num,444273
Taraba,2021,smc4_num,483114
Yobe,2013,smc1_num,0
Yobe,2013,smc2_num,0
Yobe,2013,smc3_num,0
Yobe,2013,smc4_num,0
Yobe,2014,smc1_num,0
Yobe,2014,smc2_num,0
Yobe,2014,smc3_num,0
Yobe,2014,smc4_num,0
Yobe,2015,smc1_num,0
Yobe,2015,smc2_num,0
Yobe,2015,smc3_num,0
Yobe,2015,smc4_num,0
Yobe,2016,smc1_num,3924
Yobe,2016,smc2_num,4072
Yobe,2016,smc3_num,4108
Yobe,2016,smc4_num,1
Yobe,2017,smc1_num,0
Yobe,2017,smc2_num,0
Yobe,2017,smc3_num,0
Yobe,2017,smc4_num,0
Yobe,2018,smc1_num,0
Yobe,2018,smc2_num,0
Yobe,2018,smc3_num,0
Yobe,2018,smc4_num,0
Yobe,2019,smc1_num,0
Yobe,2019,smc2_num,0
Yobe,2019,smc3_num,0
Yobe,2019,smc4_num,0
Yobe,2020,smc1_num,736666
Yobe,2020,smc2_num,828677
Yobe,2020,smc3_num,779790
Yobe,2020,smc4_num,783169
Yobe,2021,smc1_num,1014865
Yobe,2021,smc2_num,1069928
Yobe,2021,smc3_num,1014588
Yobe,2021,smc4_num,142918
Zamfara,2013,smc1_num,0
Zamfara,2013,smc2_num,0
Zamfara,2013,smc3_num,0
Zamfara,2013,smc4_num,0
Zamfara,2014,smc1_num,0
Zamfara,2014,smc2_num,0
Zamfara,2014,smc3_num,0
Zamfara,2014,smc4_num,0
Zamfara,2015,smc1_num,296528
Zamfara,2015,smc2_num,315626
Zamfara,2015,smc3_num,386017
Zamfara,2015,smc4_num,7
Zamfara,2016,smc1_num,310244
Zamfara,2016,smc2_num,827125
Zamfara,2016,smc3_num,897481
Zamfara,2016,smc4_num,14
Zamfara,2017,smc1_num,870536
Zamfara,2017,smc2_num,843701
Zamfara,2017,smc3_num,756676
Zamfara,2017,smc4_num,0
Zamfara,2018,smc1_num,828063
Zamfara,2018,smc2_num,905763
Zamfara,2018,smc3_num,909360
Zamfara,2018,smc4_num,14
Zamfara,2019,smc1_num,0
Zamfara,2019,smc2_num,0
Zamfara,2019,smc3_num,0
Zamfara,2019,smc4_num,0
Zamfara,2020,smc1_num,1102226
Zamfara,2020,smc2_num,1192887
Zamfara,2020,smc3_num,1174136
Zamfara,2020,smc4_num,1191066
Zamfara,2021,smc1_num,1257482
Zamfara,2021,smc2_num,1046415
Zamfara,2021,smc3_num,1266985
Zamfara,2021,smc4_num,1247932
