adm1,year,name,value
Ebonyi,2015,smc3_num,0
Ebonyi,2015,smc4_num,0
Ebonyi,2016,smc1_num,0
Ebonyi,2016,smc2_num,0
Ebonyi,2016,smc3_num,0
Ebonyi,2016,smc4_num,0
Ebonyi,2017,smc1_num,0
Ebonyi,2017,smc2_num,0
Ebonyi,2017,smc3_num,0
Ebonyi,2017,smc4_num,0
Ebonyi,2018,smc1_num,0
Ebonyi,2018,smc2_num,0
Ebonyi,2018,smc3_num,0
Ebonyi,2018,smc4_num,0
Ebonyi,2019,smc1_num,0
Ebonyi,2019,smc2_num,0
Ebonyi,2019,smc3_num,0
Ebonyi,2019,smc4_num,0
Edo,2013,smc1_num,0
Edo,2013,smc2_num,0
Edo,2013,smc3_num,0
Edo,2013,smc4_num,0
Edo,2014,smc1_num,0
Edo,2014,smc2_num,0
Edo,2014,smc3_num,0
Edo,2014,smc4_num,0
Edo,2015,smc1_num,0
Edo,2015,smc2_num,0
Edo,2015,smc3_num,0
Edo,2015,smc4_num,0
Edo,2016,smc1_num,0
Edo,2016,smc2_num,0
Edo,2016,smc3_num,0
Edo,2016,smc4_num,0
Edo,2017,smc1_num,0
Edo,2017,smc2_num,0
Edo,2017,smc3_num,0
Edo,2017,smc4_num,0
Edo,2018,smc1_num,0
Edo,2018,smc2_num,0
Edo,2018,smc3_num,0
Edo,2018,smc4_num,0
Edo,2019,smc1_num,0
Edo,2019,smc2_num,0
Edo,2019,smc3_num,0
Edo,2019,smc4_num,0
Ekiti,2013,smc1_num,0
Ekiti,2013,smc2_num,0
Ekiti,2013,smc3_num,0
Ekiti,2013,smc4_num,0
Ekiti,2014,smc1_num,0
Ekiti,2014,smc2_num,0
Ekiti,2014,smc3_num,0
Ekiti,2014,smc4_num,0
Ekiti,2015,smc1_num,0
Ekiti,2015,smc2_num,0
Ekiti,2015,smc3_num,0
Ekiti,2015,smc4_num,0
Ekiti,2016,smc1_num,0
Ekiti,2016,smc2_num,0
Ekiti,2016,smc3_num,0
Ekiti,2016,smc4_num,0
Ekiti,2017,smc1_num,0
Ekiti,2017,smc2_num,0
Ekiti,2017,smc3_num,0
Ekiti,2017,smc4_num,0
Ekiti,2018,smc1_num,0
Ekiti,2018,smc2_num,0
Ekiti,2018,smc3_num,0
Ekiti,2018,smc4_num,0
Ekiti,2019,smc1_num,0
Ekiti,2019,smc2_num,0
Ekiti,2019,smc3_num,0
Ekiti,2019,smc4_num,0
Enugu,2013,smc1_num,0
Enugu,2013,smc2_num,0
Enugu,2013,smc3_num,0
Enugu,2013,smc4_num,0
Enugu,2014,smc1_num,0
Enugu,2014,smc2_num,0
Enugu,2014,smc3_num,0
Enugu,2014,smc4_num,0
Enugu,2015,smc1_num,0
Enugu,2015,smc2_num,0
Enugu,2015,smc3_num,0
Enugu,2015,smc4_num,0
Enugu,2016,smc1_num,0
Enugu,2016,smc2_num,0
Enugu,2016,smc3_num,0
Enugu,2016,smc4_num,0
Enugu,2017,smc1_num,0
Enugu,2017,smc2_num,0
Enugu,2017,smc3_num,0
Enugu,2017,smc4_num,0
Enugu,2018,smc1_num,0
Enugu,2018,smc2_num,0
Enugu,2018,smc3_num,0
Enugu,2018,smc4_num,0
Enugu,2019,smc1_num,0
Enugu,2019,smc2_num,0
Enugu,2019,smc3_num,0
Enugu,2019,smc4_num,0
Federal Capital Territory,2013,smc1_num,0
Federal Capital Territory,2013,smc2_num,0
Federal Capital Territory,2013,smc3_num,0
Federal Capital Territory,2013,smc4_num,0
Federal Capital Territory,2014,smc1_num,0
Federal Capital Territory,2014,smc2_num,0
Federal Capital Territory,2014,smc3_num,0
Federal Capital Territory,2014,smc4_num,0
Federal Capital Territory,2015,smc1_num,0
Federal Capital Territory,2015,smc2_num,0
Federal Capital Territory,2015,smc3_num,0
Federal Capital Territory,2015,smc4_num,0
Federal Capital Territory,2016,smc1_num,0
Federal Capital Territory,2016,smc2_num,0
Federal Capital Territory,2016,smc3_num,0
Federal Capital Territory,2016,smc4_num,0
Federal Capital Territory,2017,smc1_num,0
Federal Capital Territory,2017,smc2_num,0
Federal Capital Territory,2017,smc3_num,0
Federal Capital Territory,2017,smc4_num,0
Federal Capital Territory,2018,smc1_num,0
Federal Capital Territory,2018,smc2_num,0
Federal Capital Territory,2018,smc3_num,0
Federal Capital Territory,2018,smc4_num,0
Federal Capital Territory,2019,smc1_num,0
Federal Capital Territory,2019,smc2_num,0
Federal Capital Territory,2019,smc3_num,0
Federal Capital Territory,2019,smc4_num,0
Gombe,2013,smc1_num,0
Gombe,2013,smc2_num,0
Gombe,2013,smc3_num,0
Gombe,2013,smc4_num,0
Gombe,2014,smc1_num,0
Gombe,2014,smc2_num,0
Gombe,2014,smc3_num,0
Gombe,2014,smc4_num,0
Gombe,2015,smc1_num,0
Gombe,2015,smc2_num,0
Gombe,2015,smc3_num,0
Gombe,2015,smc4_num,0
Gombe,2016,smc1_num,0
Gombe,2016,smc2_num,0
Gombe,2016,smc3_num,0
Gombe,2016,smc4_num,0
Gombe,2017,smc1_num,0
Gombe,2017,smc2_num,0
Gombe,2017,smc3_num,0
Gombe,2017,smc4_num,0
Gombe,2018,smc1_num,0
Gombe,2018,smc2_num,0
Gombe,2018,smc3_num,0
Gombe,2018,smc4_num,0
Gombe,2019,smc1_num,0
Gombe,2019,smc2_num,0
Gombe,2019,smc3_num,0
Gombe,2019,smc4_num,0
Gombe,2021,smc1_num,553975
Gombe,2021,smc2_num,675929
Gombe,2021,smc3_num,776026
Gombe,2021,smc4_num,818042
Imo,2013,smc1_num,0
Imo,2013,smc2_num,0
Imo,2013,smc3_num,0
Imo,2013,smc4_num,0
Imo,2014,smc1_num,0
Imo,2014,smc2_num,0
Imo,2014,smc3_num,0
Imo,2014,smc4_num,0
Imo,2015,smc1_num,0
Imo,2015,smc2_num,0
Imo,2015,smc3_num,0
Imo,2015,smc4_num,0
Imo,2016,smc1_num,0
Imo,2016,smc2_num,0
Imo,2016,smc3_num,0
Imo,2016,smc4_num,0
Imo,2017,smc1_num,0
Imo,2017,smc2_num,0
Imo,2017,smc3_num,0
Imo,2017,smc4_num,0
Imo,2018,smc1_num,0
Imo,2018,smc2_num,0
Imo,2018,smc3_num,0
Imo,2018,smc4_num,0
Imo,2019,smc1_num,0
Imo,2019,smc2_num,0
Imo,2019,smc3_num,0
Imo,2019,smc4_num,0
Jigawa,2013,smc1_num,0
Jigawa,2013,smc2_num,0
Jigawa,2013,smc3_num,0
Jigawa,2013,smc4_num,0
Jigawa,2014,smc1_num,0
Jigawa,2014,smc2_num,0
Jigawa,2014,smc3_num,0
Jigawa,2014,smc4_num,0
Jigawa,2015,smc1_num,49038
Jigawa,2015,smc2_num,49038
Jigawa,2015,smc3_num,49038
Jigawa,2015,smc4_num,1
Jigawa,2016,smc1_num,0
Jigawa,2016,smc2_num,0
Jigawa,2016,smc3_num,0
Jigawa,2016,smc4_num,0
Jigawa,2017,smc1_num,63982
Jigawa,2017,smc2_num,67168
Jigawa,2017,smc3_num,72268
Jigawa,2017,smc4_num,0
Jigawa,2018,smc1_num,199205
Jigawa,2018,smc2_num,206929
Jigawa,2018,smc3_num,212815
Jigawa,2018,smc4_num,5
Jigawa,2019,smc1_num,0
Jigawa,2019,smc2_num,0
Jigawa,2019,smc3_num,0
Jigawa,2019,smc4_num,0
Jigawa,2020,smc1_num,1393073
Jigawa,2020,smc2_num,1406897
Jigawa,2020,smc3_num,1417976
Jigawa,2020,smc4_num,1425513
Jigawa,2021,smc1_num,1530614
Jigawa,2021,smc2_num,1547916
Jigawa,2021,smc3_num,1661381
Jigawa,2021,smc4_num,1636007
Kaduna,2013,smc1_num,0
Kaduna,2013,smc2_num,0
Kaduna,2013,smc3_num,0
Kaduna,2013,smc4_num,0
Kaduna,2014,smc1_num,0
Kaduna,2014,smc2_num,0
Kaduna,2014,smc3_num,0
Kaduna,2014,smc4_num,0
Kaduna,2015,smc1_num,0
Kaduna,2015,smc2_num,0
Kaduna,2015,smc3_num,0
Kaduna,2015,smc4_num,0
Kaduna,2016,smc1_num,0
Kaduna,2016,smc2_num,0
Kaduna,2016,smc3_num,0
Kaduna,2016,smc4_num,0
Kaduna,2017,smc1_num,0
Kaduna,2017,smc2_num,0
Kaduna,2017,smc3_num,0
Kaduna,2017,smc4_num,0
Kaduna,2018,smc1_num,0
Kaduna,2018,smc2_num,0
Kaduna,2018,smc3_num,0
Kaduna,2018,smc4_num,0
Kaduna,2019,smc1_num,0
Kaduna,2019,smc2_num,0
Kaduna,2019,smc3_num,0
Kaduna,2019,smc4_num,0
Kaduna,2021,smc1_num,2012156
Kaduna,2021,smc2_num,2243708
Kaduna,2021,smc3_num,2448932
Kaduna,2021,smc4_num,1742915
Kano,2013,smc1_num,0
Kano,2013,smc2_num,0
Kano,2013,smc3_num,0
Kano,2013,smc4_num,0
Kano,2014,smc1_num,15346
Kano,2014,smc2_num,15945
Kano,2014,smc3_num,18605
Kano,2014,smc4_num,1
Kano,2015,smc1_num,0
Kano,2015,smc2_num,0
Kano,2015,smc3_num,0
Kano,2015,smc4_num,0
Kano,2016,smc1_num,0
Kano,2016,smc2_num,0
Kano,2016,smc3_num,0
Kano,2016,smc4_num,0
Kano,2017,smc1_num,0
Kano,2017,smc2_num,0
Kano,2017,smc3_num,0
Kano,2017,smc4_num,0
Kano,2018,smc1_num,0
Kano,2018,smc2_num,0
Kano,2018,smc3_num,0
Kano,2018,smc4_num,0
Kano,2019,smc1_num,0
Kano,2019,smc2_num,0
Kano,2019,smc3_num,0
Kano,2019,smc4_num,0
Kano,2020,smc1_num,2987404
Kano,2020,smc2_num,3179215
Kano,2020,smc3_num,3136580
Kano,2020,smc4_num,3040468
Kano,2021,smc1_num,3473209
Kano,2021,smc2_num,3516815
Kano,2021,smc3_num,3836513
Kano,2021,smc4_num,2589697
Katsina,2013,smc1_num,133227
Katsina,2013,smc2_num,177467
Katsina,2013,smc3_num,176659
Katsina,2013,smc4_num,0
Katsina,2014,smc1_num,247183
Katsina,2014,smc2_num,260270
Katsina,2014,smc3_num,299037
Katsina,2014,smc4_num,4
Katsina,2015,smc1_num,67059
Katsina,2015,smc2_num,67059
Katsina,2015,smc3_num,67059
Katsina,2015,smc4_num,1
Katsina,2016,smc1_num,0
Katsina,2016,smc2_num,0
Katsina,2016,smc3_num,0
Katsina,2016,smc4_num,0
Katsina,2017,smc1_num,196274
Katsina,2017,smc2_num,176309
Katsina,2017,smc3_num,125460
Katsina,2017,smc4_num,0
Katsina,2018,smc1_num,195913
Katsina,2018,smc2_num,208951
Katsina,2018,smc3_num,221942
Katsina,2018,smc4_num,4
Katsina,2019,smc1_num,0
Katsina,2019,smc2_num,0
Katsina,2019,smc3_num,0
Katsina,2019,smc4_num,0
Katsina,2020,smc1_num,1871423
Katsina,2020,smc2_num,1879997
Katsina,2020,smc3_num,1880145
Katsina,2020,smc4_num,1721012
Katsina,2021,smc1_num,2131310
Katsina,2021,smc2_num,2300340
Katsina,2021,smc3_num,2503239
Katsina,2021,smc4_num,1627517
Kebbi,2013,smc1_num,0
Kebbi,2013,smc2_num,0
Kebbi,2013,smc3_num,0
Kebbi,2013,smc4_num,0
Kebbi,2014,smc1_num,0
Kebbi,2014,smc2_num,0
Kebbi,2014,smc3_num,0
Kebbi,2014,smc4_num,0
Kebbi,2015,smc1_num,0
Kebbi,2015,smc2_num,0
Kebbi,2015,smc3_num,0
Kebbi,2015,smc4_num,0
Kebbi,2016,smc1_num,0
Kebbi,2016,smc2_num,0
Kebbi,2016,smc3_num,0
Kebbi,2016,smc4_num,0
Kebbi,2017,smc1_num,0
Kebbi,2017,smc2_num,0
Kebbi,2017,smc3_num,0
Kebbi,2017,smc4_num,0
Kebbi,2018,smc1_num,0
Kebbi,2018,smc2_num,0
Kebbi,2018,smc3_num,0
Kebbi,2018,smc4_num,0
Kebbi,2019,smc1_num,0
Kebbi,2019,smc2_num,0
Kebbi,2019,smc3_num,0
Kebbi,2019,smc4_num,0
Kebbi,2020,smc1_num,1107839
Kebbi,2020,smc2_num,1137925
Kebbi,2020,smc3_num,1142006
Kebbi,2020,smc4_num,1148877
Kebbi,2021,smc1_num,1264147
Kebbi,2021,smc2_num,1264187
Kebbi,2021,smc3_num,1265455
Kebbi,2021,smc4_num,1266913
Kogi,2013,smc1_num,0
Kogi,2013,smc2_num,0
Kogi,2013,smc3_num,0
Kogi,2013,smc4_num,0
Kogi,2014,smc1_num,0
Kogi,2014,smc2_num,0
Kogi,2014,smc3_num,0
Kogi,2014,smc4_num,0
Kogi,2015,smc1_num,0
Kogi,2015,smc2_num,0
Kogi,2015,smc3_num,0
Kogi,2015,smc4_num,0
Kogi,2016,smc1_num,0
Kogi,2016,smc2_num,0
Kogi,2016,smc3_num,0
Kogi,2016,smc4_num,0
Kogi,2017,smc1_num,0
Kogi,2017,smc2_num,0
Kogi,2017,smc3_num,0
Kogi,2017,smc4_num,0
Kogi,2018,smc1_num,0
Kogi,2018,smc2_num,0
Kogi,2018,smc3_num,0
Kogi,2018,smc4_num,0
Kogi,2019,smc1_num,0
Kogi,2019,smc2_num,0
Kogi,2019,smc3_num,0
Kogi,2019,smc4_num,0
Kogi,2021,smc1_num,369089
Kogi,2021,smc2_num,382825
Kogi,2021,smc3_num,414388
Kogi,2021,smc4_num,397178
Kwara,2013,smc1_num,0
Kwara,2013,smc2_num,0
Kwara,2013,smc3_num,0
Kwara,2013,smc4_num,0
Kwara,2014,smc1_num,0
Kwara,2014,smc2_num,0
Kwara,2014,smc3_num,0
Kwara,2014,smc4_num,0
Kwara,2015,smc1_num,0
Kwara,2015,smc2_num,0
Kwara,2015,smc3_num,0
Kwara,2015,smc4_num,0
Kwara,2016,smc1_num,0
Kwara,2016,smc2_num,0
Kwara,2016,smc3_num,0
Kwara,2016,smc4_num,0
Kwara,2017,smc1_num,0
Kwara,2017,smc2_num,0
Kwara,2017,smc3_num,0
Kwara,2017,smc4_num,0
Kwara,2018,smc1_num,0
Kwara,2018,smc2_num,0
Kwara,2018,smc3_num,0
Kwara,2018,smc4_num,0
Kwara,2019,smc1_num,0
Kwara,2019,smc2_num,0
Kwara,2019,smc3_num,0
Kwara,2019,smc4_num,0
Kwara,2021,smc1_num,421229
Kwara,2021,smc2_num,572598
Kwara,2021,smc3_num,617376
Kwara,2021,smc4_num,611031
Lagos,2013,smc1_num,0
Lagos,2013,smc2_num,0
Lagos,2013,smc3_num,0
Lagos,2013,smc4_num,0
Lagos,2014,smc1_num,0
Lagos,2014,smc2_num,0
Lagos,2014,smc3_num,0
Lagos,2014,smc4_num,0
Lagos,2015,smc1_num,0
Lagos,2015,smc2_num,0
Lagos,2015,smc3_num,0
Lagos,2015,smc4_num,0
Lagos,2016,smc1_num,0
Lagos,2016,smc2_num,0
Lagos,2016,smc3_num,0
Lagos,2016,smc4_num,0
Lagos,2017,smc1_num,0
Lagos,2017,smc2_num,0
Lagos,2017,smc3_num,0
Lagos,2017,smc4_num,0
Lagos,2018,smc1_num,0
Lagos,2018,smc2_num,0
Lagos,2018,smc3_num,0
Lagos,2018,smc4_num,0
Lagos,2019,smc1_num,0
Lagos,2019,smc2_num,0
Lagos,2019,smc3_num,0
Lagos,2019,smc4_num,0
Nasarawa,2013,smc1_num,0
Nasarawa,2013,smc2_num,0
Nasarawa,2013,smc3_num,0
Nasarawa,2013,smc4_num,0
Nasarawa,2014,smc1_num,0
Nasarawa,2014,smc2_num,0
Nasarawa,2014,smc3_num,0
Nasarawa,2014,smc4_num,0
Nasarawa,2015,smc1_num,0
Nasarawa,2015,smc2_num,0
Nasarawa,2015,smc3_num,0
Nasarawa,2015,smc4_num,0
Nasarawa,2016,smc1_num,0
Nasarawa,2016,smc2_num,0
Nasarawa,2016,smc3_num,0
Nasarawa,2016,smc4_num,0
Nasarawa,2017,smc1_num,0
Nasarawa,2017,smc2_num,0
Nasarawa,2017,smc3_num,0
Nasarawa,2017,smc4_num,0
Nasarawa,2018,smc1_num,0
Nasarawa,2018,smc2_num,0
Nasarawa,2018,smc3_num,0
Nasarawa,2018,smc4_num,0
Nasarawa,2019,smc1_num,0
Nasarawa,2019,smc2_num,0
Nasarawa,2019,smc3_num,0
Nasarawa,2019,smc4_num,0
Nasarawa,2021,smc1_num,595133
Nasarawa,2021,smc2_num,704679
Nasarawa,2021,smc3_num,770066
Nasarawa,2021,smc4_num,771603
Niger,2013,smc1_num,0
Niger,2013,smc2_num,0
Niger,2013,smc3_num,0
Niger,2013,smc4_num,0
Niger,2014,smc1_num,0
Niger,2014,smc2_num,0
Niger,2014,smc3_num,0
Niger,2014,smc4_num,0
Niger,2015,smc1_num,0
Niger,2015,smc2_num,0
Niger,2015,smc3_num,0
Niger,2015,smc4_num,0
Niger,2016,smc1_num,0
Niger,2016,smc2_num,0
Niger,2016,smc3_num,0
Niger,2016,smc4_num,0
Niger,2017,smc1_num,0
Niger,2017,smc2_num,0
Niger,2017,smc3_num,0
Niger,2017,smc4_num,0
Niger,2018,smc1_num,0
Niger,2018,smc2_num,0
Niger,2018,smc3_num,0
Niger,2018,smc4_num,0
Niger,2019,smc1_num,0
Niger,2019,smc2_num,0
Niger,2019,smc3_num,0
Niger,2019,smc4_num,0
Niger,2021,smc1_num,1451494
Niger,2021,smc2_num,1722676
Niger,2021,smc3_num,1823426
Niger,2021,smc4_num,1330559
Ogun,2013,smc1_num,0
Ogun,2013,smc2_num,0
Ogun,2013,smc3_num,0
Ogun,2013,smc4_num,0
Ogun,2014,smc1_num,0
