Name,ISO3,ID,Year,Age,Pop,PAR,incidence_rate_all_age_rmean,incidence_rate_all_age_LCI,incidence_rate_all_age_median,incidence_rate_all_age_UCI
Abia,NGA,10313078,2013,all_age,4033056.268,4033056.268,0.196714085,0.105025265,0.198537867,0.321264456
Osun,NGA,10313126,2013,all_age,4219522.179,4219522.179,0.347473537,0.21177903,0.34120148,0.531870797
Anambra,NGA,10313334,2013,all_age,5963027.263,5963027.263,0.170009261,0.093118844,0.162930718,0.272633493
Delta,NGA,10313483,2013,all_age,4436398.017,4436398.017,0.182819205,0.10056064,0.179223931,0.303939603
Oyo,NGA,10313522,2013,all_age,6163132.194,6163132.194,0.304305227,0.178780308,0.297404289,0.467141853
Plateau,NGA,10313750,2013,all_age,7051920.447,7051920.447,0.404288681,0.258145507,0.388941359,0.593455819
Akwa Ibom,NGA,10313817,2013,all_age,3337456.864,3337456.864,0.224099286,0.115411309,0.222737733,0.360845999
Lagos,NGA,10313859,2013,all_age,7710210.055,7710210.055,0.051641032,0.027348969,0.050996733,0.084859335
Gombe,NGA,10313923,2013,all_age,2923274.53,2923274.53,0.347053084,0.201782105,0.334785031,0.562416492
Kwara,NGA,10314245,2013,all_age,2817153.243,2817153.243,0.31514024,0.196078161,0.308792351,0.47542856
Ekiti,NGA,10314343,2013,all_age,2138892.755,2138892.755,0.287243091,0.170138068,0.281848625,0.434578484
Yobe,NGA,10314496,2013,all_age,3351900.896,3351900.896,0.301986416,0.157737749,0.283560231,0.501594048
Kebbi,NGA,10314662,2013,all_age,4212428.844,4212428.844,0.571026895,0.390485581,0.568862227,0.793237297
Cross River,NGA,10314810,2013,all_age,2884240.418,2884240.418,0.311406137,0.181176325,0.308259481,0.495074814
Nasarawa,NGA,10314878,2013,all_age,3572082.282,3572082.282,0.353032345,0.202956154,0.345926391,0.538030501
Katsina,NGA,10314910,2013,all_age,7900204.977,7900204.977,0.494523953,0.313664635,0.483210454,0.732628907
Benue,NGA,10314912,2013,all_age,6991956.477,6991956.477,0.347205497,0.209069117,0.342121533,0.541377383
Kaduna,NGA,10315174,2013,all_age,8305709.308,8305709.308,0.358843005,0.221582136,0.345377608,0.551184827
Kogi,NGA,10315316,2013,all_age,3288819.78,3288819.78,0.207858533,0.128713951,0.201894801,0.324798645
Imo,NGA,10315365,2013,all_age,7148253.803,7148253.803,0.153503181,0.088425941,0.150502673,0.244066557
Sokoto,NGA,10315512,2013,all_age,5357982.665,5357982.665,0.581257994,0.334861394,0.57635037,0.838145011
Enugu,NGA,10315516,2013,all_age,4346195.708,4346195.708,0.194167482,0.113600169,0.189541702,0.305161441
Niger,NGA,10315577,2013,all_age,7204713.31,7204713.31,0.329800619,0.219558078,0.330687987,0.467225734
Bauchi,NGA,10315631,2013,all_age,5887783.375,5887783.375,0.307389954,0.197987888,0.29605084,0.467232088
Jigawa,NGA,10315654,2013,all_age,5171691.485,5171691.485,0.311938138,0.186488,0.300905486,0.531971125
Rivers,NGA,10315660,2013,all_age,4857422.474,4857422.474,0.217916032,0.119576671,0.213239494,0.349779008
Taraba,NGA,10315664,2013,all_age,4818459.25,4818459.25,0.373992105,0.220707326,0.365113912,0.551593217
Ondo,NGA,10315731,2013,all_age,3480626.427,3480626.427,0.337635348,0.204051419,0.336647448,0.489380079
Adamawa,NGA,10315851,2013,all_age,3526017.306,3526017.306,0.288393943,0.184879464,0.273798819,0.447061518
Borno,NGA,10316414,2013,all_age,4593570.546,4593570.546,0.232625374,0.118184745,0.230695053,0.39034603
Edo,NGA,10312855,2014,all_age,3745338.974,3745338.974,0.261534362,0.154657533,0.252822721,0.406436111
Kano,NGA,10312921,2014,all_age,13560307.22,13560307.22,0.382603202,0.24067624,0.36630498,0.600265138
Bayelsa,NGA,10312967,2014,all_age,1171401.609,1171401.609,0.286286668,0.147391424,0.283681585,0.463549564
Zamfara,NGA,10312979,2014,all_age,3796025.135,3796025.135,0.634662039,0.438833415,0.621615215,0.872688891
Ebonyi,NGA,10313027,2014,all_age,2973678.118,2973678.118,0.308734674,0.179320766,0.301341033,0.492379426
Ogun,NGA,10313043,2014,all_age,8271007.202,8271007.202,0.151088352,0.089426048,0.148764345,0.231525289
Federal Capital Territory,NGA,10313058,2014,all_age,3725853.534,3725853.534,0.16698084,0.097634935,0.162362563,0.257526812
Abia,NGA,10313078,2014,all_age,4184724.87,4184724.87,0.178484065,0.094045599,0.180721214,0.291254642
Osun,NGA,10313126,2014,all_age,4281479.01,4281479.01,0.32940693,0.195154871,0.320993481,0.514024073
Anambra,NGA,10313334,2014,all_age,6158463.62,6158463.62,0.158287025,0.084543183,0.151979156,0.251843426
Delta,NGA,10313483,2014,all_age,4439351.701,4439351.701,0.18539966,0.10143965,0.178115692,0.311591965
Oyo,NGA,10313522,2014,all_age,6148310.08,6148310.08,0.28195637,0.165425349,0.27457927,0.431932821
Plateau,NGA,10313750,2014,all_age,7772095.687,7772095.687,0.355229184,0.219429611,0.343376244,0.549009071
Akwa Ibom,NGA,10313817,2014,all_age,3210889.629,3210889.629,0.211674661,0.107783137,0.212508672,0.338052231
Lagos,NGA,10313859,2014,all_age,7429187.83,7429187.83,0.049049221,0.024890649,0.04854839,0.084232687
Gombe,NGA,10313923,2014,all_age,2973688.131,2973688.131,0.35162884,0.205377971,0.338710263,0.568254168
Kwara,NGA,10314245,2014,all_age,2865226.953,2865226.953,0.288519052,0.175166419,0.278603925,0.43875686
Ekiti,NGA,10314343,2014,all_age,2079292.964,2079292.964,0.289227824,0.165207259,0.284528936,0.440838847
Yobe,NGA,10314496,2014,all_age,3469979.484,3469979.484,0.288900608,0.15044658,0.271592633,0.477851787
Kebbi,NGA,10314662,2014,all_age,4302943.82,4302943.82,0.573456252,0.38538511,0.568890473,0.796516563
Cross River,NGA,10314810,2014,all_age,2831829.756,2831829.756,0.290558692,0.160291122,0.288622347,0.458959518
Nasarawa,NGA,10314878,2014,all_age,3862695.249,3862695.249,0.331780288,0.189484105,0.325571375,0.516676273
Katsina,NGA,10314910,2014,all_age,8130317.804,8130317.804,0.451298099,0.278971413,0.438594776,0.677978288
Benue,NGA,10314912,2014,all_age,7411898.789,7411898.789,0.312152362,0.186258447,0.304055108,0.497585535
Kaduna,NGA,10315174,2014,all_age,8569553.294,8569553.294,0.361393567,0.223420291,0.350160495,0.565307915
Kogi,NGA,10315316,2014,all_age,3258180.133,3258180.133,0.190523365,0.118862123,0.186951423,0.299484307
Imo,NGA,10315365,2014,all_age,7663302.609,7663302.609,0.145074119,0.082030131,0.142055697,0.231053211
Sokoto,NGA,10315512,2014,all_age,5568797.835,5568797.835,0.587900208,0.346753098,0.586772625,0.846476025
Enugu,NGA,10315516,2014,all_age,4462356.678,4462356.678,0.175914312,0.103249452,0.173161103,0.273151659
Niger,NGA,10315577,2014,all_age,7738434.934,7738434.934,0.335426446,0.221806215,0.335722262,0.484531958
Bauchi,NGA,10315631,2014,all_age,5996511.849,5996511.849,0.277226612,0.173907897,0.264792666,0.423211712
Jigawa,NGA,10315654,2014,all_age,5216856.957,5216856.957,0.316300399,0.188325087,0.305124186,0.551854458
Rivers,NGA,10315660,2014,all_age,4756913.911,4756913.911,0.21461113,0.114738977,0.211300418,0.343722061
Taraba,NGA,10315664,2014,all_age,5229347.968,5229347.968,0.374303229,0.220239058,0.367429513,0.553369103
Ondo,NGA,10315731,2014,all_age,3529565.043,3529565.043,0.323226735,0.193472587,0.320315519,0.477045434
Adamawa,NGA,10315851,2014,all_age,3528354.755,3528354.755,0.312025561,0.194606212,0.294864299,0.479829706
Borno,NGA,10316414,2014,all_age,4586339.956,4586339.956,0.235280569,0.113058246,0.235794854,0.407178861
Edo,NGA,10312855,2015,all_age,3763872.091,3763872.091,0.253332222,0.150153929,0.249680689,0.395826609
Kano,NGA,10312921,2015,all_age,14024033.84,14024033.84,0.391642585,0.247082123,0.3743517,0.604891104
Bayelsa,NGA,10312967,2015,all_age,1103423.056,1103423.056,0.279426425,0.146731446,0.276528793,0.454423542
Zamfara,NGA,10312979,2015,all_age,3815165.711,3815165.711,0.608701526,0.420046886,0.597684148,0.848125865
Ebonyi,NGA,10313027,2015,all_age,3045940.787,3045940.787,0.292258594,0.168410986,0.288140581,0.464784142
Ogun,NGA,10313043,2015,all_age,8957126.151,8957126.151,0.161414859,0.097006765,0.160584984,0.245858173
Federal Capital Territory,NGA,10313058,2015,all_age,4120593.763,4120593.763,0.178653249,0.107695271,0.174514418,0.269024442
Abia,NGA,10313078,2015,all_age,4332387.387,4332387.387,0.17638368,0.094356497,0.17768118,0.284232962
Osun,NGA,10313126,2015,all_age,4337101.549,4337101.549,0.3199546,0.195828452,0.313414586,0.496876947
Anambra,NGA,10313334,2015,all_age,6357815.261,6357815.261,0.154257098,0.084231946,0.149557033,0.236268727
Delta,NGA,10313483,2015,all_age,4430705.868,4430705.868,0.194176936,0.107945888,0.190892303,0.315599865
Oyo,NGA,10313522,2015,all_age,6128969.419,6128969.419,0.273235077,0.163075554,0.26547631,0.417284417
Plateau,NGA,10313750,2015,all_age,8524618.111,8524618.111,0.312646265,0.195339916,0.302334324,0.476043215
Akwa Ibom,NGA,10313817,2015,all_age,3091923.335,3091923.335,0.213402524,0.110328776,0.214026978,0.332582018
Lagos,NGA,10313859,2015,all_age,7167558.883,7167558.883,0.059552986,0.030866072,0.058828852,0.099552477
Gombe,NGA,10313923,2015,all_age,3024295.856,3024295.856,0.358449644,0.216164486,0.344357087,0.569480022
Kwara,NGA,10314245,2015,all_age,2911669.783,2911669.783,0.275548128,0.167544804,0.270637917,0.416968665
Ekiti,NGA,10314343,2015,all_age,2022765.868,2022765.868,0.292705132,0.168564532,0.290134463,0.447661751
Yobe,NGA,10314496,2015,all_age,3586207.803,3586207.803,0.281274872,0.152347688,0.265346931,0.46883748
Kebbi,NGA,10314662,2015,all_age,4391180.769,4391180.769,0.585069819,0.39729928,0.576054663,0.804348056
Cross River,NGA,10314810,2015,all_age,2782228.015,2782228.015,0.27625882,0.150987368,0.276049143,0.436492111
Nasarawa,NGA,10314878,2015,all_age,4161685.293,4161685.293,0.304819017,0.177599439,0.29388734,0.480682006
Katsina,NGA,10314910,2015,all_age,8363607.437,8363607.437,0.419787983,0.260667694,0.405883096,0.633849577
Benue,NGA,10314912,2015,all_age,7831508.727,7831508.727,0.284295254,0.171166198,0.273423223,0.452945569
Kaduna,NGA,10315174,2015,all_age,8828078.61,8828078.61,0.355964604,0.22431996,0.345299641,0.551566615
Kogi,NGA,10315316,2015,all_age,3226773.591,3226773.591,0.198354101,0.125178311,0.195282134,0.310980721
Imo,NGA,10315365,2015,all_age,8188676.093,8188676.093,0.149007641,0.084126093,0.147454808,0.236991125
Sokoto,NGA,10315512,2015,all_age,5779557.147,5779557.147,0.579881841,0.343482452,0.570501343,0.832078413
Enugu,NGA,10315516,2015,all_age,4574973.496,4574973.496,0.171260557,0.100223632,0.168353602,0.266408647
Niger,NGA,10315577,2015,all_age,8284904.889,8284904.889,0.345873869,0.233344197,0.345402373,0.490363654
Bauchi,NGA,10315631,2015,all_age,6103906.871,6103906.871,0.275484139,0.174825954,0.266185565,0.4184851
Jigawa,NGA,10315654,2015,all_age,5261618.064,5261618.064,0.331083736,0.204222752,0.320901112,0.561661085
Rivers,NGA,10315660,2015,all_age,4659171.764,4659171.764,0.207624251,0.109482489,0.205163166,0.325316499
Taraba,NGA,10315664,2015,all_age,5656461.87,5656461.87,0.364521146,0.220286865,0.356036677,0.541342813
Ondo,NGA,10315731,2015,all_age,3572514.305,3572514.305,0.317898252,0.194600724,0.314870668,0.470975878
Adamawa,NGA,10315851,2015,all_age,3528135.037,3528135.037,0.318155432,0.199799239,0.304251402,0.483562532
Borno,NGA,10316414,2015,all_age,4576673.475,4576673.475,0.239590601,0.115796208,0.238619158,0.402758488
Edo,NGA,10312855,2016,all_age,3779097.069,3779097.069,0.260807668,0.157800143,0.256767151,0.414780078
Kano,NGA,10312921,2016,all_age,14489301.66,14489301.66,0.401160619,0.256240541,0.379401338,0.606299994
Bayelsa,NGA,10312967,2016,all_age,1042138.994,1042138.994,0.268427631,0.146668451,0.266403688,0.432648078
Zamfara,NGA,10312979,2016,all_age,3834380.888,3834380.888,0.534068843,0.345985434,0.517007642,0.771245792
Ebonyi,NGA,10313027,2016,all_age,3116746.583,3116746.583,0.291998268,0.166261715,0.289114629,0.462541995
Ogun,NGA,10313043,2016,all_age,9659059.033,9659059.033,0.198119504,0.11978619,0.196369669,0.299315805
Federal Capital Territory,NGA,10313058,2016,all_age,4536021.748,4536021.748,0.201799833,0.123676928,0.197218949,0.299259547
Abia,NGA,10313078,2016,all_age,4476143.618,4476143.618,0.191221229,0.104089523,0.190625022,0.301371368
Osun,NGA,10313126,2016,all_age,4389514.988,4389514.988,0.323103343,0.207155641,0.319548094,0.499345171
Anambra,NGA,10313334,2016,all_age,6541815.76,6541815.76,0.157282678,0.08773888,0.155919728,0.234908058
Delta,NGA,10313483,2016,all_age,4427076.938,4427076.938,0.211663854,0.120759451,0.210608553,0.334273137
Oyo,NGA,10313522,2016,all_age,6107546.809,6107546.809,0.27932607,0.168124747,0.272871542,0.420774122
Plateau,NGA,10313750,2016,all_age,9306140.942,9306140.942,0.280469511,0.177023062,0.273259722,0.419063192
Akwa Ibom,NGA,10313817,2016,all_age,2980003.21,2980003.21,0.229674278,0.125032354,0.227329917,0.350572283
Lagos,NGA,10313859,2016,all_age,6923928.573,6923928.573,0.090541571,0.052698248,0.090013422,0.144418922
Gombe,NGA,10313923,2016,all_age,3073143.363,3073143.363,0.359998492,0.231586917,0.347596126,0.556371042
Kwara,NGA,10314245,2016,all_age,2954357.015,2954357.015,0.281068678,0.174475533,0.279986673,0.40933379
Ekiti,NGA,10314343,2016,all_age,1968646.351,1968646.351,0.304858554,0.185867399,0.300505302,0.460394407
Yobe,NGA,10314496,2016,all_age,3701883.158,3701883.158,0.277499675,0.155946405,0.266486706,0.46516038
Kebbi,NGA,10314662,2016,all_age,4477898.419,4477898.419,0.59796101,0.414066431,0.585044025,0.818831874
Cross River,NGA,10314810,2016,all_age,2734313.438,2734313.438,0.271351368,0.149855941,0.266520436,0.424875903
Nasarawa,NGA,10314878,2016,all_age,4467370.775,4467370.775,0.279034134,0.170725048,0.267504174,0.431152831
Katsina,NGA,10314910,2016,all_age,8597829.013,8597829.013,0.390725662,0.239066779,0.377327787,0.603833271
Benue,NGA,10314912,2016,all_age,8248686.056,8248686.056,0.262424619,0.153293426,0.260582906,0.413670886
Kaduna,NGA,10315174,2016,all_age,9082725.566,9082725.566,0.343552209,0.2232997,0.335894911,0.50511957
Kogi,NGA,10315316,2016,all_age,3194675.351,3194675.351,0.235954291,0.145635195,0.234670063,0.376316326
Imo,NGA,10315365,2016,all_age,8722628.035,8722628.035,0.16691761,0.095636902,0.164892456,0.263024558
Sokoto,NGA,10315512,2016,all_age,5991177.112,5991177.112,0.535881624,0.318169357,0.52430733,0.769435036
Enugu,NGA,10315516,2016,all_age,4681088.626,4681088.626,0.183033094,0.107823389,0.179956241,0.282521281
Niger,NGA,10315577,2016,all_age,8842859.519,8842859.519,0.357099093,0.246716785,0.353583703,0.487726941
Bauchi,NGA,10315631,2016,all_age,6212432.327,6212432.327,0.294577055,0.190581624,0.287991812,0.455574896
Jigawa,NGA,10315654,2016,all_age,5307423.419,5307423.419,0.355909648,0.224036198,0.342031571,0.578547994
Rivers,NGA,10315660,2016,all_age,4565229.407,4565229.407,0.198977327,0.107930294,0.198779563,0.305446394
Taraba,NGA,10315664,2016,all_age,6099141.198,6099141.198,0.336457535,0.208171417,0.327769637,0.505668268
Ondo,NGA,10315731,2016,all_age,3612818.172,3612818.172,0.328102409,0.209075422,0.325064829,0.491092377
Adamawa,NGA,10315851,2016,all_age,3526319.829,3526319.829,0.302374224,0.194568391,0.289145035,0.457134328
Borno,NGA,10316414,2016,all_age,4569732.502,4569732.502,0.242751707,0.125570878,0.241570662,0.402423158
Edo,NGA,10312855,2017,all_age,3791362.429,3791362.429,0.270556507,0.162240381,0.267107227,0.433335898
Kano,NGA,10312921,2017,all_age,14956801.57,14956801.57,0.411804588,0.264147818,0.393221718,0.625939456
Bayelsa,NGA,10312967,2017,all_age,985530.7479,985530.7479,0.253991166,0.139287068,0.254656239,0.401892071
Zamfara,NGA,10312979,2017,all_age,3854713.376,3854713.376,0.442899791,0.273665715,0.429635178,0.670100556
Ebonyi,NGA,10313027,2017,all_age,3184193.085,3184193.085,0.297458718,0.169780251,0.29614694,0.470733289
Ogun,NGA,10313043,2017,all_age,10376155.41,10376155.41,0.242099634,0.144612103,0.23747435,0.369461214
Federal Capital Territory,NGA,10313058,2017,all_age,4971398.943,4971398.943,0.228992365,0.13950152,0.224599114,0.343036643
Abia,NGA,10313078,2017,all_age,4617248.851,4617248.851,0.215356341,0.120933009,0.214820662,0.341051605
Osun,NGA,10313126,2017,all_age,4437040.119,4437040.119,0.329486016,0.206712454,0.3240917,0.504951462
Anambra,NGA,10313334,2017,all_age,6721548.935,6721548.935,0.163557627,0.093741864,0.164409906,0.248664054
Delta,NGA,10313483,2017,all_age,4419244.368,4419244.368,0.22915515,0.130738873,0.229466113,0.367481748
Oyo,NGA,10313522,2017,all_age,6083426.671,6083426.671,0.291324059,0.173907785,0.282692564,0.447739516
Plateau,NGA,10313750,2017,all_age,10113663.99,10113663.99,0.261966488,0.169999423,0.254699808,0.383891795
Akwa Ibom,NGA,10313817,2017,all_age,2875355.708,2875355.708,0.251376719,0.136975208,0.250795355,0.38822304
Lagos,NGA,10313859,2017,all_age,6696364.906,6696364.906,0.134975056,0.079424297,0.134541593,0.201730641
Gombe,NGA,10313923,2017,all_age,3122520.427,3122520.427,0.356148173,0.232685495,0.349091224,0.53145363
Kwara,NGA,10314245,2017,all_age,2995372.314,2995372.314,0.296511215,0.185309925,0.29404541,0.430989113
Ekiti,NGA,10314343,2017,all_age,1917125.908,1917125.908,0.32095818,0.199153672,0.313060828,0.48264898
Yobe,NGA,10314496,2017,all_age,3817513.397,3817513.397,0.273536729,0.158426931,0.269477947,0.454174768
Kebbi,NGA,10314662,2017,all_age,4564245.511,4564245.511,0.596116339,0.417685204,0.581075418,0.815402483
Cross River,NGA,10314810,2017,all_age,2687967.411,2687967.411,0.270433528,0.153201425,0.268049816,0.423539552
Nasarawa,NGA,10314878,2017,all_age,4780061.178,4780061.178,0.261201883,0.16178258,0.255506174,0.390443304
Katsina,NGA,10314910,2017,all_age,8835779.379,8835779.379,0.373407817,0.229776278,0.36056502,0.583542076
Benue,NGA,10314912,2017,all_age,8663444.88,8663444.88,0.248274806,0.148961707,0.248371518,0.390930291
Kaduna,NGA,10315174,2017,all_age,9334228.637,9334228.637,0.337139765,0.218123201,0.329223445,0.491507025
Kogi,NGA,10315316,2017,all_age,3162338.278,3162338.278,0.283797194,0.170447155,0.280134287,0.448621179
Imo,NGA,10315365,2017,all_age,9261761.617,9261761.617,0.190240005,0.111383087,0.18677059,0.301182979
Sokoto,NGA,10315512,2017,all_age,6204570.572,6204570.572,0.473628804,0.307839675,0.466282429,0.693011825
Enugu,NGA,10315516,2017,all_age,4780551.535,4780551.535,0.202845086,0.115219752,0.199896062,0.318070925
Niger,NGA,10315577,2017,all_age,9411399.437,9411399.437,0.367798366,0.254503993,0.362430657,0.509622489
Bauchi,NGA,10315631,2017,all_age,6321312.085,6321312.085,0.327083755,0.202400716,0.323813126,0.500750466
Jigawa,NGA,10315654,2017,all_age,5355708.891,5355708.891,0.377407059,0.23134636,0.36560441,0.586352547
Rivers,NGA,10315660,2017,all_age,4473930.655,4473930.655,0.193638081,0.10837659,0.190876004,0.295994478
Taraba,NGA,10315664,2017,all_age,6556575.647,6556575.647,0.305831005,0.184458661,0.296281458,0.469877015
Ondo,NGA,10315731,2017,all_age,3648565.127,3648565.127,0.336059375,0.218896635,0.335373285,0.512417816
Adamawa,NGA,10315851,2017,all_age,3523356.763,3523356.763,0.275268149,0.180728687,0.264948106,0.414334184
Borno,NGA,10316414,2017,all_age,4565156.888,4565156.888,0.248280012,0.138293762,0.236163937,0.412938233
Edo,NGA,10312855,2018,all_age,3801309.439,3801309.439,0.266306479,0.158853815,0.26088799,0.427387433
Kano,NGA,10312921,2018,all_age,15431829.99,15431829.99,0.412918335,0.263932753,0.392981705,0.623795073
Bayelsa,NGA,10312967,2018,all_age,934869.7335,934869.7335,0.246490998,0.137875509,0.243384418,0.391144827
Zamfara,NGA,10312979,2018,all_age,3876705.557,3876705.557,0.375622982,0.233628943,0.371509416,0.57542357
Ebonyi,NGA,10313027,2018,all_age,3247328.849,3247328.849,0.298072881,0.172215766,0.295980579,0.471180829
Ogun,NGA,10313043,2018,all_age,11106058.3,11106058.3,0.267304302,0.161778467,0.266037205,0.411026868
Federal Capital Territory,NGA,10313058,2018,all_age,5425816.793,5425816.793,0.248649118,0.14752146,0.244125647,0.380690292
Abia,NGA,10313078,2018,all_age,4754716.712,4754716.712,0.239502238,0.138100927,0.237089585,0.38966566
Osun,NGA,10313126,2018,all_age,4482077.14,4482077.14,0.327180111,0.204894371,0.321920701,0.507399797
Anambra,NGA,10313334,2018,all_age,6890546.618,6890546.618,0.17138241,0.101402742,0.169052291,0.261465911
Delta,NGA,10313483,2018,all_age,4411183.838,4411183.838,0.238431177,0.136240151,0.232105626,0.381618361
Oyo,NGA,10313522,2018,all_age,6055243.835,6055243.835,0.294246788,0.182365439,0.288076057,0.450937326
Plateau,NGA,10313750,2018,all_age,10942866.69,10942866.69,0.257271307,0.167301196,0.249482923,0.382283809
Akwa Ibom,NGA,10313817,2018,all_age,2778957.861,2778957.861,0.268944197,0.151795779,0.266557122,0.426781165
Lagos,NGA,10313859,2018,all_age,6483299.495,6483299.495,0.164512339,0.097965095,0.165122407,0.243762465
Gombe,NGA,10313923,2018,all_age,3171995.207,3171995.207,0.353940155,0.222051587,0.343537731,0.525716137
Kwara,NGA,10314245,2018,all_age,3032094.617,3032094.617,0.302285929,0.190959883,0.299353532,0.433977726
Ekiti,NGA,10314343,2018,all_age,1868157.853,1868157.853,0.324651302,0.201627756,0.314882253,0.483890751
Yobe,NGA,10314496,2018,all_age,3933444.153,3933444.153,0.280904455,0.171856964,0.276767734,0.46208018
Kebbi,NGA,10314662,2018,all_age,4650962.809,4650962.809,0.556295066,0.389432343,0.541495347,0.776287466
Cross River,NGA,10314810,2018,all_age,2641443.62,2641443.62,0.271170917,0.158001734,0.270673111,0.427556511
Nasarawa,NGA,10314878,2018,all_age,5098919.618,5098919.618,0.252707203,0.162107195,0.248707372,0.374305244
Katsina,NGA,10314910,2018,all_age,9075908.168,9075908.168,0.360794197,0.21417042,0.347643969,0.560965466
Benue,NGA,10314912,2018,all_age,9073750.419,9073750.419,0.240308871,0.14385778,0.239813162,0.365759306
Kaduna,NGA,10315174,2018,all_age,9583769.99,9583769.99,0.340643266,0.227801413,0.332633934,0.49407378
Kogi,NGA,10315316,2018,all_age,3129810.228,3129810.228,0.307326352,0.188501199,0.301691238,0.47995449
Imo,NGA,10315365,2018,all_age,9804007.412,9804007.412,0.212384722,0.122659941,0.207759441,0.349468374
Sokoto,NGA,10315512,2018,all_age,6420981.407,6420981.407,0.408439934,0.264406326,0.397562631,0.612924857
Enugu,NGA,10315516,2018,all_age,4874472.547,4874472.547,0.214909084,0.125139971,0.210012737,0.330177812
Niger,NGA,10315577,2018,all_age,9990054.484,9990054.484,0.368914519,0.243640833,0.363284557,0.530898647
Bauchi,NGA,10315631,2018,all_age,6432464.895,6432464.895,0.357960677,0.238406586,0.34915442,0.5367725
Jigawa,NGA,10315654,2018,all_age,5406599.133,5406599.133,0.398949644,0.238042777,0.387702182,0.61100446
Rivers,NGA,10315660,2018,all_age,4385640.836,4385640.836,0.195962797,0.113537141,0.193715117,0.309342553
Taraba,NGA,10315664,2018,all_age,7027684.629,7027684.629,0.290648354,0.179959009,0.282724543,0.45031104
Ondo,NGA,10315731,2018,all_age,3680525.994,3680525.994,0.325866533,0.201298036,0.322583314,0.513636548
Adamawa,NGA,10315851,2018,all_age,3519437.749,3519437.749,0.262327425,0.175866433,0.253621273,0.392998585
Borno,NGA,10316414,2018,all_age,4561849.92,4561849.92,0.260706801,0.149900557,0.253425462,0.419303797
Edo,NGA,10312855,2019,all_age,3809306.48,3809306.48,0.258418311,0.148629947,0.25174963,0.411191779
Kano,NGA,10312921,2019,all_age,15908679.27,15908679.27,0.403740534,0.250506957,0.390724008,0.657599149
Bayelsa,NGA,10312967,2019,all_age,886659.8808,886659.8808,0.248143017,0.129509176,0.245322788,0.414808191
Zamfara,NGA,10312979,2019,all_age,3900504.272,3900504.272,0.332300172,0.190160273,0.330222517,0.534822289
Ebonyi,NGA,10313027,2019,all_age,3307903.121,3307903.121,0.304105813,0.169355718,0.296558038,0.500485102
Ogun,NGA,10313043,2019,all_age,11845300.14,11845300.14,0.279183159,0.167431622,0.274632101,0.425688005
Federal Capital Territory,NGA,10313058,2019,all_age,5898608.043,5898608.043,0.265502311,0.151201671,0.255482559,0.425755376
Abia,NGA,10313078,2019,all_age,4886990.204,4886990.204,0.267617735,0.151056408,0.260965369,0.447194137
Osun,NGA,10313126,2019,all_age,4520665.068,4520665.068,0.328139375,0.207190348,0.319781722,0.520642111
Anambra,NGA,10313334,2019,all_age,7059417.343,7059417.343,0.183198819,0.102900971,0.176237454,0.288982976
Delta,NGA,10313483,2019,all_age,4395502.999,4395502.999,0.244276508,0.128856438,0.240924519,0.407230569
Oyo,NGA,10313522,2019,all_age,6025175.368,6025175.368,0.300166431,0.181656525,0.292691011,0.464734273
Plateau,NGA,10313750,2019,all_age,11791759.84,11791759.84,0.26830183,0.165941831,0.257573373,0.412892404
Akwa Ibom,NGA,10313817,2019,all_age,2689874.874,2689874.874,0.287343149,0.161272925,0.282700739,0.473003574
Lagos,NGA,10313859,2019,all_age,6283620.58,6283620.58,0.176053149,0.10251961,0.173354494,0.262367163
Gombe,NGA,10313923,2019,all_age,3222797.632,3222797.632,0.352186531,0.207885495,0.339815612,0.540798557
Kwara,NGA,10314245,2019,all_age,3068643.255,3068643.255,0.309312755,0.184326526,0.300731884,0.47156761
Ekiti,NGA,10314343,2019,all_age,1821783.002,1821783.002,0.329383345,0.191465996,0.31899693,0.51828513
Yobe,NGA,10314496,2019,all_age,4050288.297,4050288.297,0.278141195,0.160506116,0.272295674,0.442866793
Kebbi,NGA,10314662,2019,all_age,4738135.572,4738135.572,0.487247449,0.299248531,0.473411182,0.706196389
Cross River,NGA,10314810,2019,all_age,2596009.564,2596009.564,0.2795333,0.15810412,0.274052547,0.444552139
Nasarawa,NGA,10314878,2019,all_age,5422734.304,5422734.304,0.255804888,0.152526412,0.247724747,0.405075185
Katsina,NGA,10314910,2019,all_age,9322181.109,9322181.109,0.345363878,0.187243584,0.334007871,0.555806827
Benue,NGA,10314912,2019,all_age,9478500.115,9478500.115,0.243045098,0.139140843,0.239667841,0.386462045
Kaduna,NGA,10315174,2019,all_age,9830114.755,9830114.755,0.358913044,0.229902293,0.349296826,0.531189384
Kogi,NGA,10315316,2019,all_age,3096590.147,3096590.147,0.314274129,0.18769877,0.305472196,0.484013197
Imo,NGA,10315365,2019,all_age,10347340.9,10347340.9,0.239448887,0.129803751,0.230630015,0.389187031
Sokoto,NGA,10315512,2019,all_age,6641189.303,6641189.303,0.349239285,0.213386468,0.340388569,0.550596179
Enugu,NGA,10315516,2019,all_age,4962785.339,4962785.339,0.224891446,0.128824693,0.21606862,0.362257116
Niger,NGA,10315577,2019,all_age,10576098.84,10576098.84,0.366732829,0.222583447,0.356637808,0.563302931
Bauchi,NGA,10315631,2019,all_age,6544637.626,6544637.626,0.376610264,0.244418889,0.363275747,0.571044267
